No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|1er lot|Nombre de lots|Code type local|Type local|Surface reelle bati|Nombre pieces principales|Year
1|22/07/2021|Vente|236000,00|1.0|RUE|0380|DES BOUTEILLES|13100.0|AIX EN PROVENCE|13|1||AC|195|13.0|2|3.0|Dépendance|0.0|0.0|2021
1|22/07/2021|Vente|236000,00|1.0|RUE|0380|DES BOUTEILLES|13100.0|AIX EN PROVENCE|13|1||AC|195|1.0|1|3.0|Dépendance|0.0|0.0|2021
1|27/07/2021|Vente|125000,00|57.0|RUE|1400|D'ITALIE|13100.0|AIX EN PROVENCE|13|1||AH|120|20.0|1|3.0|Dépendance|0.0|0.0|2021
1|27/07/2021|Vente|125000,00|57.0|RUE|1400|D'ITALIE|13100.0|AIX EN PROVENCE|13|1||AH|120|20.0|1|3.0|Dépendance|0.0|0.0|2021
1|27/07/2021|Vente|125000,00|57.0|RUE|1400|D'ITALIE|13100.0|AIX EN PROVENCE|13|1||AH|120|20.0|1|2.0|Appartement|80.0|3.0|2021
1|27/07/2021|Vente|125000,00|57.0|RUE|1400|D'ITALIE|13100.0|AIX EN PROVENCE|13|1||AH|120|20.0|1|3.0|Dépendance|0.0|0.0|2021
1|27/07/2021|Vente|125000,00|57.0|RUE|1400|D'ITALIE|13100.0|AIX EN PROVENCE|13|1||AH|120|20.0|1|3.0|Dépendance|0.0|0.0|2021
1|30/07/2021|Vente|39000,00|15.0|BD|2610|DE LA REPUBLIQUE|13100.0|AIX EN PROVENCE|13|1||AP|103|29.0|1|3.0|Dépendance|0.0|0.0|2021
1|27/07/2021|Vente|105000,00|57.0|RUE|1400|D'ITALIE|13100.0|AIX EN PROVENCE|13|1||AH|120|14.0|1|2.0|Appartement|22.0|1.0|2021
1|27/07/2021|Vente|240000,00|57.0|RUE|1400|D'ITALIE|13100.0|AIX EN PROVENCE|13|1||AH|120|19.0|1|3.0|Dépendance|0.0|0.0|2021
1|27/07/2021|Vente|240000,00|57.0|RUE|1400|D'ITALIE|13100.0|AIX EN PROVENCE|13|1||AH|120|19.0|1|3.0|Dépendance|0.0|0.0|2021
1|27/07/2021|Vente|240000,00|57.0|RUE|1400|D'ITALIE|13100.0|AIX EN PROVENCE|13|1||AH|120|19.0|1|2.0|Appartement|80.0|3.0|2021
1|27/07/2021|Vente|240000,00|57.0|RUE|1400|D'ITALIE|13100.0|AIX EN PROVENCE|13|1||AH|120|19.0|1|3.0|Dépendance|0.0|0.0|2021
1|27/07/2021|Vente|240000,00|57.0|RUE|1400|D'ITALIE|13100.0|AIX EN PROVENCE|13|1||AH|120|19.0|1|3.0|Dépendance|0.0|0.0|2021
1|22/07/2021|Vente|8000,00|245.0|AV|0142|AUGUSTIN FRESNEL|13100.0|AIX EN PROVENCE|13|1||KS|36|517.0|1|3.0|Dépendance|0.0|0.0|2021
1|28/07/2021|Vente|442300,00|295.0|RUE|0117|NEIL ARMSTRONG|13100.0|AIX EN PROVENCE|13|1||KV|171|277.0|1|2.0|Appartement|106.0|4.0|2021
1|26/07/2021|Vente|173073,00|51.0|RUE|0710|DES CORDELIERS|13100.0|AIX EN PROVENCE|13|1||AB|367|4.0|1|2.0|Appartement|24.0|2.0|2021
1|03/08/2021|Vente|638950,00|26.0|BD|2670|DU ROI RENE|13100.0|AIX EN PROVENCE|13|1||BX|165|46.0|1|3.0|Dépendance|0.0|0.0|2021
1|03/08/2021|Vente|638950,00|26.0|BD|2670|DU ROI RENE|13100.0|AIX EN PROVENCE|13|1||BX|198|21.0|1|3.0|Dépendance|0.0|0.0|2021
1|03/08/2021|Vente|638950,00|26.0|BD|2670|DU ROI RENE|13100.0|AIX EN PROVENCE|13|1||BX|198|21.0|1|2.0|Appartement|77.0|4.0|2021
1|03/08/2021|Vente|267243,00|259.0|CHE|2608|DE REPENTANCE|13100.0|AIX EN PROVENCE|13|1||BD|229|51.0|1|2.0|Appartement|48.0|2.0|2021
1|03/08/2021|Vente|267243,00|259.0|CHE|2608|DE REPENTANCE|13100.0|AIX EN PROVENCE|13|1||BD|229|33.0|1|3.0|Dépendance|0.0|0.0|2021
1|21/07/2021|Vente|765000,00|9001.0|HAM|A132|DE LA TORSE|13100.0|AIX EN PROVENCE|13|1||BK|9|234.0|2|2.0|Appartement|158.0|6.0|2021
1|21/07/2021|Vente|765000,00|9001.0|HAM|A132|DE LA TORSE|13100.0|AIX EN PROVENCE|13|1||BK|9|471.0|1|3.0|Dépendance|0.0|0.0|2021
1|21/07/2021|Vente|765000,00|9001.0|HAM|A132|DE LA TORSE|13100.0|AIX EN PROVENCE|13|1||BK|9|234.0|2|3.0|Dépendance|0.0|0.0|2021
2|21/07/2021|Vente|35000,00|9001.0|HAM|A132|DE LA TORSE|13100.0|AIX EN PROVENCE|13|1||BK|9|272.0|1|3.0|Dépendance|0.0|0.0|2021
1|15/07/2021|Vente|1522350,00|94.0|CRS|1180|GAMBETTA|13100.0|AIX EN PROVENCE|13|1||BX|288||0|1.0|Maison|187.0|6.0|2021
1|16/07/2021|Vente|219920,00|8.0|AV|0557|DE LA CASCADE|13100.0|AIX EN PROVENCE|13|1||AY|125|238.0|2|2.0|Appartement|49.0|3.0|2021
1|16/07/2021|Vente|219920,00|8.0|AV|0557|DE LA CASCADE|13100.0|AIX EN PROVENCE|13|1||AY|125|238.0|2|3.0|Dépendance|0.0|0.0|2021
1|21/07/2021|Vente|242420,00|3.0|RUE|0500|DU CANCEL|13100.0|AIX EN PROVENCE|13|1||AS|133|33.0|1|2.0|Appartement|40.0|2.0|2021
1|09/07/2021|Vente|160000,00|9001.0|RES|A573|LE NID TRA NOTRE DAME|13100.0|AIX EN PROVENCE|13|1||AV|16|13.0|1|2.0|Appartement|30.0|1.0|2021
1|09/07/2021|Vente|160000,00|9001.0|RES|A573|LE NID TRA NOTRE DAME|13100.0|AIX EN PROVENCE|13|1||AV|16|13.0|1|3.0|Dépendance|0.0|0.0|2021
1|07/07/2021|Vente|358000,00|22.0|RUE|1930|MIGNET|13100.0|AIX EN PROVENCE|13|1||AD|87|3.0|1|2.0|Appartement|63.0|2.0|2021
1|28/07/2021|Vente|371000,00|5.0|RUE|0120|D ARPILLE|13100.0|AIX EN PROVENCE|13|1||AD|47|5.0|1|2.0|Appartement|40.0|2.0|2021
1|28/07/2021|Vente|371000,00|5.0|RUE|0120|D ARPILLE|13100.0|AIX EN PROVENCE|13|1||AD|47|4.0|1|2.0|Appartement|60.0|3.0|2021
1|28/07/2021|Vente|371000,00|5.0|RUE|0120|D ARPILLE|13100.0|AIX EN PROVENCE|13|1||AD|47|5.0|1|3.0|Dépendance|0.0|0.0|2021
1|28/07/2021|Vente|371000,00|5.0|RUE|0120|D ARPILLE|13100.0|AIX EN PROVENCE|13|1||AD|47|5.0|1|3.0|Dépendance|0.0|0.0|2021
1|28/07/2021|Vente|371000,00|5.0|RUE|0120|D ARPILLE|13100.0|AIX EN PROVENCE|13|1||AD|47|4.0|1|3.0|Dépendance|0.0|0.0|2021
1|28/07/2021|Vente|371000,00|5.0|RUE|0120|D ARPILLE|13100.0|AIX EN PROVENCE|13|1||AD|47|4.0|1|3.0|Dépendance|0.0|0.0|2021
1|04/08/2021|Vente|27200,00|9001.0|RES|A337|L ACROPOLIS RTE DE NICE|13100.0|AIX EN PROVENCE|13|1||BP|138|91.0|1|3.0|Dépendance|0.0|0.0|2021
1|27/07/2021|Vente|263550,00|245.0|AV|0142|AUGUSTIN FRESNEL|13100.0|AIX EN PROVENCE|13|1||KS|36|539.0|1|3.0|Dépendance|0.0|0.0|2021
1|27/07/2021|Vente|263550,00|380.0|AV|0142|AUGUSTIN FRESNEL|13100.0|AIX EN PROVENCE|13|1||KS|36|719.0|1|2.0|Appartement|71.0|3.0|2021
1|12/07/2021|Vente|685000,00|87.0|CHE|2041|MOURET|13100.0|AIX EN PROVENCE|13|1||BC|87||0|1.0|Maison|201.0|8.0|2021
1|12/07/2021|Vente|685000,00|87.0|CHE|2041|MOURET|13100.0|AIX EN PROVENCE|13|1||BC|87||0|3.0|Dépendance|0.0|0.0|2021
1|12/07/2021|Vente|685000,00|87.0|CHE|2041|MOURET|13100.0|AIX EN PROVENCE|13|1||BC|87||0|1.0|Maison|201.0|8.0|2021
1|12/07/2021|Vente|685000,00|87.0|CHE|2041|MOURET|13100.0|AIX EN PROVENCE|13|1||BC|87||0|3.0|Dépendance|0.0|0.0|2021
1|30/07/2021|Vente|286000,00|39.0|AV|1500|JULES FERRY|13100.0|AIX EN PROVENCE|13|1||BV|21|161.0|2|2.0|Appartement|79.0|4.0|2021
1|30/07/2021|Vente|286000,00|39.0|AV|1500|JULES FERRY|13100.0|AIX EN PROVENCE|13|1||BV|21|161.0|2|3.0|Dépendance|0.0|0.0|2021
1|19/07/2021|Vente|259800,00|9001.0|RES|A454|LES OLIVIERS VAL ST ANDRE|13100.0|AIX EN PROVENCE|13|1||BO|94|21.0|2|2.0|Appartement|79.0|4.0|2021
1|19/07/2021|Vente|259800,00|9001.0|RES|A454|LES OLIVIERS VAL ST ANDRE|13100.0|AIX EN PROVENCE|13|1||BO|94|21.0|2|3.0|Dépendance|0.0|0.0|2021
1|09/07/2021|Vente|199000,00|1.0|CHE|3012|TROIS MOULINS|13100.0|AIX EN PROVENCE|13|1||AX|31||0|1.0|Maison|20.0|2.0|2021
1|16/07/2021|Vente|238000,00|9001.0|RES|A244|SAINTE VICTOIRE|13100.0|AIX EN PROVENCE|13|1||BX|47|759.0|1|3.0|Dépendance|0.0|0.0|2021
1|16/07/2021|Vente|238000,00|9001.0|RES|A244|SAINTE VICTOIRE|13100.0|AIX EN PROVENCE|13|1||BX|47|424.0|2|3.0|Dépendance|0.0|0.0|2021
1|16/07/2021|Vente|238000,00|9001.0|RES|A244|SAINTE VICTOIRE|13100.0|AIX EN PROVENCE|13|1||BX|47|424.0|2|2.0|Appartement|64.0|2.0|2021
1|30/07/2021|Vente|631400,00|||B458|LA TOULOUBRE|13100.0|AIX EN PROVENCE|13|1||MT|478||0|||||2021
1|19/07/2021|Vente|74000,00|9.0|RUE|0740|DE LA COURONNE|13100.0|AIX EN PROVENCE|13|1||AM|140|1.0|1|3.0|Dépendance|0.0|0.0|2021
1|19/07/2021|Vente|74000,00|9.0|RUE|0740|DE LA COURONNE|13100.0|AIX EN PROVENCE|13|1||AM|140|1.0|1|2.0|Appartement|32.0|1.0|2021
1|19/07/2021|Vente|920000,00|||B024|LE PETIT PRIGNON|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AK|247||0|||||2021
1|19/07/2021|Vente|920000,00|||B024|LE PETIT PRIGNON|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AK|248||0|||||2021
1|19/07/2021|Vente|920000,00|70.0||B024|LE PETIT PRIGNON|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AK|251||0|1.0|Maison|260.0|7.0|2021
1|19/07/2021|Vente|920000,00|70.0||B024|LE PETIT PRIGNON|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AK|251||0|3.0|Dépendance|0.0|0.0|2021
1|19/07/2021|Vente|920000,00|70.0||B024|LE PETIT PRIGNON|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AK|251||0|1.0|Maison|260.0|7.0|2021
1|19/07/2021|Vente|920000,00|70.0||B024|LE PETIT PRIGNON|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AK|251||0|3.0|Dépendance|0.0|0.0|2021
1|19/07/2021|Vente|920000,00|70.0||B024|LE PETIT PRIGNON|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AK|251||0|1.0|Maison|260.0|7.0|2021
1|19/07/2021|Vente|920000,00|70.0||B024|LE PETIT PRIGNON|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AK|251||0|3.0|Dépendance|0.0|0.0|2021
1|13/07/2021|Vente|292000,00|345.0|RUE|2856|SOEUR EMMANUELLE|13100.0|AIX EN PROVENCE|13|1||KV|184|100.0|1|2.0|Appartement|68.0|3.0|2021
1|13/07/2021|Vente|292000,00|345.0|RUE|2856|SOEUR EMMANUELLE|13100.0|AIX EN PROVENCE|13|1||KV|184|18.0|1|3.0|Dépendance|0.0|0.0|2021
1|13/07/2021|Vente|235000,00|9.0|RUE|0970|DES ETUVES|13100.0|AIX EN PROVENCE|13|1||AS|281|1.0|3|4.0|Local industriel. commercial ou assimilé|68.0|0.0|2021
1|29/07/2021|Vente|200000,00|295.0|AV|0039|PAUL ROUBAUD|13100.0|LE THOLONET|13|109||A|2358|27.0|1|3.0|Dépendance|0.0|0.0|2021
1|29/07/2021|Vente|200000,00|295.0|AV|0039|PAUL ROUBAUD|13100.0|LE THOLONET|13|109||A|2358|65.0|1|2.0|Appartement|39.0|2.0|2021
1|16/07/2021|Vente|440000,00|9001.0|RES|A272|LA TOUR D AYGOSI|13100.0|AIX EN PROVENCE|13|1||BM|238|1703.0|2|2.0|Appartement|95.0|5.0|2021
1|16/07/2021|Vente|440000,00|9001.0|RES|A272|LA TOUR D AYGOSI|13100.0|AIX EN PROVENCE|13|1||BM|238|1703.0|2|3.0|Dépendance|0.0|0.0|2021
1|16/07/2021|Vente|440000,00|9001.0|RES|A272|LA TOUR D AYGOSI|13100.0|AIX EN PROVENCE|13|1||BM|238|2201.0|1|3.0|Dépendance|0.0|0.0|2021
1|16/07/2021|Vente|440000,00|9001.0|RES|A272|LA TOUR D AYGOSI|13100.0|AIX EN PROVENCE|13|1||BM|238|1703.0|2|3.0|Dépendance|0.0|0.0|2021
1|16/07/2021|Vente|1100000,00|||B055|LES VERANS|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AW|74||0|||||2021
1|16/07/2021|Vente|1100000,00|||B055|LES VERANS|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AW|75||0|||||2021
1|16/07/2021|Vente|1100000,00|||B055|LES VERANS|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AW|76||0|||||2021
1|16/07/2021|Vente|1100000,00|||B055|LES VERANS|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AW|76||0|||||2021
1|16/07/2021|Vente|1100000,00|||B055|LES VERANS|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AW|77||0|||||2021
1|16/07/2021|Vente|1100000,00|5214.0||B055|LES VERANS|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AW|101||0|1.0|Maison|170.0|7.0|2021
1|16/07/2021|Vente|1100000,00|5214.0||B055|LES VERANS|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AW|101||0|3.0|Dépendance|0.0|0.0|2021
1|16/07/2021|Vente|1100000,00|5214.0||B055|LES VERANS|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AW|101||0|3.0|Dépendance|0.0|0.0|2021
1|16/07/2021|Vente|1100000,00|||B055|LES VERANS|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AW|127||0|||||2021
1|16/07/2021|Vente|1100000,00|||B055|LES VERANS|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AW|127||0|||||2021
1|16/07/2021|Vente|1100000,00|||B055|LES VERANS|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AW|127||0|||||2021
1|06/08/2021|Vente|213000,00|17.0|BD|1140|FRANCOIS ET EMILE ZOLA|13100.0|AIX EN PROVENCE|13|1||AZ|10|34.0|1|3.0|Dépendance|0.0|0.0|2021
1|06/08/2021|Vente|213000,00|17.0|BD|1140|FRANCOIS ET EMILE ZOLA|13100.0|AIX EN PROVENCE|13|1||AZ|10|34.0|1|2.0|Appartement|44.0|2.0|2021
1|20/07/2021|Vente|295000,00|7.0|RUE|0140|AUDE|13100.0|AIX EN PROVENCE|13|1||AB|121|19.0|1|3.0|Dépendance|0.0|0.0|2021
1|20/07/2021|Vente|295000,00|7.0|RUE|0140|AUDE|13100.0|AIX EN PROVENCE|13|1||AB|121|7.0|1|2.0|Appartement|47.0|2.0|2021
1|15/07/2021|Vente|234100,00|81.0|CHE|2608|DE REPENTANCE|13100.0|AIX EN PROVENCE|13|1||BD|16|27.0|2|3.0|Dépendance|0.0|0.0|2021
1|15/07/2021|Vente|234100,00|81.0|CHE|2608|DE REPENTANCE|13100.0|AIX EN PROVENCE|13|1||BD|16|27.0|2|2.0|Appartement|58.0|3.0|2021
1|10/08/2021|Vente|510000,00|41.0|RUE|1930|MIGNET|13100.0|AIX EN PROVENCE|13|1||AT|125|11.0|1|2.0|Appartement|70.0|4.0|2021
1|22/07/2021|Vente en l'état futur d'achèvement|700000,00||TSSE|2571|DU RICM|13100.0|AIX EN PROVENCE|13|1||AZ|137|6.0|1|||||2021
1|22/07/2021|Vente en l'état futur d'achèvement|700000,00||TSSE|2571|DU RICM|13100.0|AIX EN PROVENCE|13|1||AZ|137|20.0|1|||||2021
1|22/07/2021|Vente en l'état futur d'achèvement|760000,00||TSSE|2571|DU RICM|13100.0|AIX EN PROVENCE|13|1||AZ|137|13.0|1|||||2021
1|22/07/2021|Vente en l'état futur d'achèvement|760000,00||TSSE|2571|DU RICM|13100.0|AIX EN PROVENCE|13|1||AZ|137|24.0|1|||||2021
1|02/08/2021|Vente|370000,00|||B179|FONT ROUSSE|13100.0|AIX EN PROVENCE|13|1||PH|625||0|||||2021
1|11/05/2021|Vente|80000,00|38.0|RUE|1590|LIEUTAUD|13100.0|AIX EN PROVENCE|13|1||AS|168|10.0|3|2.0|Appartement|36.0|2.0|2021
1|11/05/2021|Vente|80000,00|38.0|RUE|1590|LIEUTAUD|13100.0|AIX EN PROVENCE|13|1||AS|168|10.0|3|3.0|Dépendance|0.0|0.0|2021
1|29/07/2021|Vente|800000,00|5324.0||B004|LES BONFILLONS|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AC|192||0|3.0|Dépendance|0.0|0.0|2021
1|29/07/2021|Vente|800000,00|5324.0||B004|LES BONFILLONS|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AC|192||0|1.0|Maison|90.0|4.0|2021
1|29/07/2021|Vente|800000,00|||B004|LES BONFILLONS|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AC|194||0|||||2021
1|29/07/2021|Vente|800000,00|||B004|LES BONFILLONS|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AC|258||0|||||2021
1|29/07/2021|Vente|800000,00|||B004|LES BONFILLONS|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AC|270||0|||||2021
1|29/07/2021|Vente|800000,00|||B004|LES BONFILLONS|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AC|291||0|||||2021
1|29/07/2021|Vente|800000,00|||B004|LES BONFILLONS|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AC|293||0|||||2021
1|25/06/2021|Vente|3103000,00|9001.0|RES|A603|VENDOME ROTONDE|13100.0|AIX EN PROVENCE|13|1||AN|124|147.0|1|3.0|Dépendance|0.0|0.0|2021
1|25/06/2021|Vente|3103000,00|9001.0|RES|A603|VENDOME ROTONDE|13100.0|AIX EN PROVENCE|13|1||AN|124|129.0|1|3.0|Dépendance|0.0|0.0|2021
1|25/06/2021|Vente|3103000,00|9001.0|RES|A603|VENDOME ROTONDE|13100.0|AIX EN PROVENCE|13|1||AN|124|130.0|1|3.0|Dépendance|0.0|0.0|2021
1|25/06/2021|Vente|3103000,00|9001.0|RES|A603|VENDOME ROTONDE|13100.0|AIX EN PROVENCE|13|1||AN|124|143.0|1|3.0|Dépendance|0.0|0.0|2021
1|25/06/2021|Vente|3103000,00|9001.0|RES|A603|VENDOME ROTONDE|13100.0|AIX EN PROVENCE|13|1||AN|124|144.0|1|3.0|Dépendance|0.0|0.0|2021
1|25/06/2021|Vente|3103000,00|9001.0|RES|A603|VENDOME ROTONDE|13100.0|AIX EN PROVENCE|13|1||AN|124|145.0|1|3.0|Dépendance|0.0|0.0|2021
1|25/06/2021|Vente|3103000,00|9001.0|RES|A603|VENDOME ROTONDE|13100.0|AIX EN PROVENCE|13|1||AN|124|146.0|1|3.0|Dépendance|0.0|0.0|2021
1|25/06/2021|Vente|3103000,00|9001.0|RES|A603|VENDOME ROTONDE|13100.0|AIX EN PROVENCE|13|1||AN|124|148.0|1|3.0|Dépendance|0.0|0.0|2021
1|25/06/2021|Vente|3103000,00|9001.0|RES|A603|VENDOME ROTONDE|13100.0|AIX EN PROVENCE|13|1||AN|124|229.0|1|3.0|Dépendance|0.0|0.0|2021
1|25/06/2021|Vente|3103000,00|9001.0|RES|A603|VENDOME ROTONDE|13100.0|AIX EN PROVENCE|13|1||AN|124|246.0|1|3.0|Dépendance|0.0|0.0|2021
1|25/06/2021|Vente|3103000,00|9001.0|RES|A603|VENDOME ROTONDE|13100.0|AIX EN PROVENCE|13|1||AN|124|248.0|1|3.0|Dépendance|0.0|0.0|2021
1|25/06/2021|Vente|3103000,00|9001.0|RES|A603|VENDOME ROTONDE|13100.0|AIX EN PROVENCE|13|1||AN|124|271.0|1|3.0|Dépendance|0.0|0.0|2021
1|25/06/2021|Vente|3103000,00|120.0|AV|2066|NAPOLEON BONAPARTE|13100.0|AIX EN PROVENCE|13|1||AN|124|368.0|1|4.0|Local industriel. commercial ou assimilé|38.0|0.0|2021
1|25/06/2021|Vente|3103000,00|120.0|AV|2066|NAPOLEON BONAPARTE|13100.0|AIX EN PROVENCE|13|1||AN|124|367.0|1|4.0|Local industriel. commercial ou assimilé|41.0|0.0|2021
1|25/06/2021|Vente|3103000,00|120.0|AV|2066|NAPOLEON BONAPARTE|13100.0|AIX EN PROVENCE|13|1||AN|124|366.0|1|4.0|Local industriel. commercial ou assimilé|44.0|0.0|2021
1|25/06/2021|Vente|3103000,00|120.0|AV|2066|NAPOLEON BONAPARTE|13100.0|AIX EN PROVENCE|13|1||AN|124|365.0|1|4.0|Local industriel. commercial ou assimilé|66.0|0.0|2021
1|25/06/2021|Vente|3103000,00|120.0|AV|2066|NAPOLEON BONAPARTE|13100.0|AIX EN PROVENCE|13|1||AN|124|364.0|1|4.0|Local industriel. commercial ou assimilé|60.0|0.0|2021
1|25/06/2021|Vente|3103000,00|120.0|AV|2066|NAPOLEON BONAPARTE|13100.0|AIX EN PROVENCE|13|1||AN|124|363.0|1|4.0|Local industriel. commercial ou assimilé|72.0|0.0|2021
1|15/07/2021|Vente|125940,00|100.0|CRS|2870|SEXTIUS|13100.0|AIX EN PROVENCE|13|1||AR|27|10.0|2|2.0|Appartement|22.0|1.0|2021
1|16/07/2021|Vente|250000,00|17.0|RUE|1750|MARECHAL FOCH|13100.0|AIX EN PROVENCE|13|1||AB|74|13.0|2|2.0|Appartement|47.0|3.0|2021
1|21/07/2021|Vente|25000,00|9001.0|RES|A224|LE ROCHER DU DRAGON|13100.0|AIX EN PROVENCE|13|1||CV|11|550.0|1|3.0|Dépendance|0.0|0.0|2021
1|19/07/2021|Vente|126500,00|8.0|RUE|3060|VENEL|13100.0|AIX EN PROVENCE|13|1||AS|77|3.0|1|2.0|Appartement|21.0|1.0|2021
1|05/08/2021|Vente|1535780,00|1000.0|RTE|2712|DE SAINT CANADET|13100.0|AIX EN PROVENCE|13|1||OR|287||0|1.0|Maison|195.0|8.0|2021
1|05/08/2021|Vente|1535780,00|||B320|PELCOURT|13100.0|AIX EN PROVENCE|13|1||OR|326||0|||||2021
1|05/08/2021|Vente|1535780,00|||B320|PELCOURT|13100.0|AIX EN PROVENCE|13|1||OR|326||0|||||2021
1|20/07/2021|Vente|650000,00|13.0|RUE|2150|DE LA PAIX|13100.0|AIX EN PROVENCE|13|1||AP|16||0|2.0|Appartement|17.0|1.0|2021
1|20/07/2021|Vente|650000,00|13.0|RUE|2150|DE LA PAIX|13100.0|AIX EN PROVENCE|13|1||AP|16||0|3.0|Dépendance|0.0|0.0|2021
1|20/07/2021|Vente|650000,00|13.0|RUE|2150|DE LA PAIX|13100.0|AIX EN PROVENCE|13|1||AP|16||0|3.0|Dépendance|0.0|0.0|2021
1|20/07/2021|Vente|650000,00|13.0|RUE|2150|DE LA PAIX|13100.0|AIX EN PROVENCE|13|1||AP|16||0|2.0|Appartement|67.0|4.0|2021
1|20/07/2021|Vente|650000,00|13.0|RUE|2150|DE LA PAIX|13100.0|AIX EN PROVENCE|13|1||AP|16||0|2.0|Appartement|61.0|3.0|2021
1|12/08/2021|Vente|443880,00|9001.0|RES|A034|CAMPAGNE DES TROIS MOU|13100.0|AIX EN PROVENCE|13|1||AX|23|414.0|1|2.0|Appartement|89.0|4.0|2021
1|12/08/2021|Vente|443880,00|9001.0|RES|A034|CAMPAGNE DES TROIS MOU|13100.0|AIX EN PROVENCE|13|1||AX|23|556.0|1|3.0|Dépendance|0.0|0.0|2021
1|12/08/2021|Vente|443880,00|9001.0|RES|A034|CAMPAGNE DES TROIS MOU|13100.0|AIX EN PROVENCE|13|1||AX|23|414.0|1|3.0|Dépendance|0.0|0.0|2021
1|12/08/2021|Vente|443880,00|9001.0|RES|A034|CAMPAGNE DES TROIS MOU|13100.0|AIX EN PROVENCE|13|1||AX|23|414.0|1|3.0|Dépendance|0.0|0.0|2021
1|10/06/2021|Vente|436200,00|16.0|RUE|0580|CELONY|13100.0|AIX EN PROVENCE|13|1||AR|48|2.0|2|2.0|Appartement|31.0|2.0|2021
1|10/06/2021|Vente|436200,00|16.0|RUE|0580|CELONY|13100.0|AIX EN PROVENCE|13|1||AR|48|12.0|3|2.0|Appartement|58.0|3.0|2021
1|02/08/2021|Vente|460000,00|8.0|CRS|2870|SEXTIUS|13100.0|AIX EN PROVENCE|13|1||AP|87|11.0|3|2.0|Appartement|88.0|4.0|2021
1|02/08/2021|Vente|460000,00|8.0|CRS|2870|SEXTIUS|13100.0|AIX EN PROVENCE|13|1||AP|87|11.0|3|3.0|Dépendance|0.0|0.0|2021
1|19/07/2021|Vente|165000,00|53.0|CRS|2790|SAINT LOUIS|13100.0|AIX EN PROVENCE|13|1||AD|30|4.0|1|2.0|Appartement|33.0|2.0|2021
1|19/07/2021|Vente|326150,00|2.0|AV|1860|MAURICE BLONDEL|13100.0|AIX EN PROVENCE|13|1||BZ|38|29.0|2|3.0|Dépendance|0.0|0.0|2021
1|19/07/2021|Vente|326150,00|2.0|AV|1860|MAURICE BLONDEL|13100.0|AIX EN PROVENCE|13|1||BZ|38|29.0|2|3.0|Dépendance|0.0|0.0|2021
1|19/07/2021|Vente|326150,00|2.0|AV|1860|MAURICE BLONDEL|13100.0|AIX EN PROVENCE|13|1||BZ|38|29.0|2|2.0|Appartement|85.0|4.0|2021
1|20/07/2021|Echange|25000,00|9001.0|RES|A159|LES MARRONNIERS|13100.0|AIX EN PROVENCE|13|1||CT|70|3.0|1|3.0|Dépendance|0.0|0.0|2021
2|20/07/2021|Echange|25000,00|9001.0|RES|A159|LES MARRONNIERS|13100.0|AIX EN PROVENCE|13|1||CT|70|6.0|1|3.0|Dépendance|0.0|0.0|2021
1|20/07/2021|Vente|485000,00|9001.0|RES|A124|LE GRASSI GROUPE 2|13100.0|AIX EN PROVENCE|13|1||CT|166|2.0|1|4.0|Local industriel. commercial ou assimilé|120.0|0.0|2021
1|20/07/2021|Vente|485000,00|9001.0|RES|A124|LE GRASSI GROUPE 2|13100.0|AIX EN PROVENCE|13|1||CT|166|26.0|1|4.0|Local industriel. commercial ou assimilé|7.0|0.0|2021
1|20/07/2021|Vente|1200000,00|||B478|VAL SAINT GEORGES|13100.0|AIX EN PROVENCE|13|1||EA|14||0|||||2021
1|20/07/2021|Vente|1200000,00|||B478|VAL SAINT GEORGES|13100.0|AIX EN PROVENCE|13|1||EA|351||0|||||2021
1|20/07/2021|Vente|1200000,00|180.0|CHE|0865|DE L ECHELLE|13100.0|AIX EN PROVENCE|13|1||EA|447||0|1.0|Maison|150.0|4.0|2021
